1.00018,1760,1761,inf
2.00047,3593,200,133.448
3.00129,5503,282,133.448
4.0014,7095,1203,102.456
5.0021,8583,2691,102.456
6.00264,10336,392,102.456
7.00323,12038,2094,102.456
8.0034,13578,3634,102.456
9.00369,15154,1410,102.456
10.0042,16766,3021,102.456
11.0045,18585,878,102.456
12.0047,20241,2534,102.456
13.0053,21814,4107,102.456
14.0058,23309,5600,102.456
15.0063,25054,73,102.456
16.0072,26682,1468,102.456
17.0078,28414,1243,102.456
18.0082,30244,368,102.456
19.0085,32095,1056,102.456
20.0089,33837,766,102.456
21.0095,35727,42,102.456
22.0097,37485,1800,102.456
23.01,39222,1096,102.456
24.0106,40887,2761,102.456
25.011,42574,751,102.456
26.0112,44280,230,102.456
27.0114,46136,558,102.456
28.0117,47941,403,102.456
29.0123,49639,2101,102.456
30.013,51493,278,102.456
31.0134,53209,1994,102.456
32.0136,54811,3596,102.456
33.0139,56655,73,102.456
34.0143,58459,1417,102.456
35.0146,60123,50,102.456
36.0152,62027,396,102.456
37.0155,63878,237,102.456
38.0157,65603,1962,102.456
39.0163,67250,3608,102.456
40.0171,68817,5175,102.456
41.0181,70333,6690,102.456
42.0189,71801,8156,102.456
43.0192,73220,9575,102.456
44.0196,74711,307,102.456
45.0203,76541,364,102.456
46.0204,78436,368,102.456
47.0209,80198,1273,102.456
48.0213,81979,1013,102.456
49.0217,83713,1311,102.456
50.0219,85551,297,102.456
51.0224,87293,446,102.456
52.023,89047,360,102.456
53.0232,90791,1730,102.456
54.0235,92615,14,102.456
55.0238,94466,163,102.456
56.0242,96242,212,102.456
57.0245,98071,1030,102.456
58.0247,99879,268,102.456
59.0248,101582,1971,102.456
60.025,103150,3539,102.456
61.0255,104682,5071,102.456
62.0256,106308,847,102.456
63.0257,108016,319,102.456
64.026,109725,2027,102.456
65.0262,111290,3592,102.456
66.0267,113046,1701,102.456
67.0273,114764,252,102.456
68.0276,116576,860,102.456
69.0279,118373,602,102.456
70.0281,120159,276,102.456
71.0288,121859,1976,102.456
72.0288,123483,96,102.456
73.0295,125325,717,102.456
74.0301,126996,2388,102.456
75.0304,128775,1047,102.456
76.0309,130414,2686,102.456
77.0312,132156,1695,102.456
78.0313,133999,838,102.456
79.0316,135667,2506,102.456
80.0322,137377,743,102.456
81.0324,139102,403,102.456
82.0325,140953,485,102.456
83.0329,142694,307,102.456
84.0334,144466,1726,102.456
85.034,146174,179,102.456
86.0343,147891,191,102.456
87.0347,149723,1167,102.456
88.0349,151354,2796,102.456
89.0351,152907,4349,102.456
90.0352,154573,814,102.456
91.0354,156380,718,102.456
92.0357,158176,298,102.456
93.0359,160031,267,102.456
94.0362,161773,135,102.456
95.0365,163606,977,102.456
96.0367,165345,1651,102.456
97.0369,167164,423,102.456
98.0371,168974,410,102.456
99.0373,170668,2104,102.456
100.038,172500,530,102.456
101.038,174189,2219,102.456
102.038,175795,3824,102.456
103.039,177601,1233,102.456
104.039,179386,353,102.456
105.04,181157,1679,102.456
106.04,183019,676,102.456
107.041,184691,2347,102.456
108.041,186295,3950,102.456
109.042,187926,480,102.456
110.042,189682,568,102.456
111.043,191493,812,102.456
112.043,193236,73,102.456
113.044,195089,549,102.456
114.044,196786,2246,102.456
115.045,198422,3882,102.456
116.045,200237,1013,102.456
117.046,202073,268,96.1717
118.046,203844,760,96.1717
119.046,205712,578,96.1717
120.047,207539,988,96.1717
121.047,209415,212,96.1717
122.048,211119,1916,96.1717
123.048,212884,480,96.1717
124.049,214699,1270,96.1717
125.049,216335,2906,96.1717
126.05,217898,4469,96.1717
127.05,219736,296,96.1717
128.05,221426,27,96.1717
129.05,223239,1325,96.1717
130.051,224907,217,96.1717
131.051,226593,1903,96.1717
132.051,228312,1116,96.1717
133.052,230067,434,96.1717
134.052,231786,2153,96.1717
135.053,233619,31,96.1717
136.053,235489,281,96.1717
137.053,237285,294,96.1717
138.053,239133,994,96.1717
139.053,240771,2632,96.1717
140.054,242357,4218,96.1717
141.055,243889,5750,96.1717
142.055,245758,264,96.1717
143.056,247532,1585,96.1717
144.056,249225,336,96.1717
145.057,250957,240,96.1717
146.057,252831,320,96.1717
147.058,254665,29,96.1717
148.058,256402,1766,96.1717
149.058,258260,802,94.3239
150.059,260053,351,94.3239
151.059,261882,793,94.3239
152.06,263566,2476,94.3239
153.06,265314,1285,94.3239
154.061,266984,2955,94.3239
155.061,268629,407,94.3239
156.062,270331,2109,94.3239
157.062,271909,3686,94.3239
158.062,273577,1059,94.3239
159.063,275271,1024,94.3239
160.063,276909,1330,94.3239
161.064,278545,1595,94.3239
162.065,280247,607,94.3239
163.065,281987,757,94.3239
164.065,283525,2294,94.3239
165.066,285119,1466,94.3239
166.066,286811,829,94.3239
167.067,288377,440,94.3239
168.067,290100,462,94.3239
169.067,291752,869,94.3239
170.068,293259,2376,94.3239
171.069,294861,854,94.3239
172.069,296457,45,94.3239
173.07,298130,261,94.3239
174.07,299761,131,94.3239
175.07,301340,631,94.3239
176.071,302780,88,94.3239
177.071,304377,333,94.3239
178.071,305872,1430,94.3239
179.071,307280,2838,94.3239
180.072,308624,4182,94.3239
181.072,310063,860,94.3239
182.073,311439,2235,94.3239
183.073,312912,275,94.3239
184.074,314340,140,94.3239
185.075,315861,271,94.3239
186.075,317299,424,94.3239
187.075,318881,333,94.3239
188.075,320432,20,94.3239
189.076,321973,297,94.3239
190.076,323579,60,94.3239
191.077,325176,124,94.3239
192.077,326635,1583,94.3239
193.077,328114,70,94.3239
194.078,329649,1170,94.3239
195.078,331089,249,94.3239
196.079,332533,1693,94.3239
197.079,333898,3057,94.3239
198.079,335216,4374,94.3239
199.08,336556,5714,94.3239
200.081,337861,7019,94.3239
201.081,339344,25,94.3239
202.081,340942,538,94.3239
203.082,342522,399,94.3239
204.082,344124,320,94.3239
205.082,345610,1806,94.3239
206.083,347101,699,94.3239
207.083,348531,2129,94.3239
208.083,349734,3332,94.3239
209.083,351076,374,94.3239
210.084,352335,303,94.3239
211.084,353711,302,94.3239
212.085,354951,3,94.3239
213.085,356222,611,94.3239
214.085,357443,44,94.3239
215.086,358740,1341,94.3239
216.086,360040,722,94.3239
217.086,361414,286,94.3239
218.087,362820,1286,94.3239
219.087,364086,2552,94.3239
220.088,365331,3796,94.3239
221.088,366772,1324,94.3239
222.089,368156,2708,94.3239
223.089,369602,175,94.3239
224.09,371192,146,94.3239
225.09,372665,346,94.3239
226.091,373896,1577,94.3239
227.091,375272,1006,94.3239
228.092,376686,279,94.3239
229.092,378090,611,94.3239
