3
48,50
-0.746434,0.422564,-0.0991053
-0.291976,0.431819,-0.343257
-0.306308,0.410886,-0.174003
-0.355549,0.581464,0.244919
-1.08712,0.451576,0.0606657
-0.670611,1.2394,-0.341358
-0.744252,1.02432,0.383934
-0.254344,0.524422,-0.133389
-0.846711,0.657903,-0.0668968
-0.854276,0.779078,0.154099
-0.55407,1.16213,0.306543
-1.07919,0.999646,-0.531759
-0.848456,0.822826,-0.390993
-0.448471,0.596766,-0.0796487
-0.629563,0.63913,0.101807
-0.994909,1.09801,0.071091
-0.762279,0.483244,-0.174707
-0.804356,0.358389,0.0795949
-0.363758,0.641167,-0.532622
-0.856666,0.916379,-0.023664
-1.12858,0.491798,-0.131651
-0.248048,0.5421,-0.402126
-0.205818,0.823133,0.15058
-0.615329,0.418605,-0.0433319
-0.762758,0.426627,-0.396177
-0.284903,0.136787,-0.157925
-0.753574,-0.00201965,-0.198246
-1.06163,0.636696,0.0867363
-0.761153,0.836805,0.283101
-0.448252,0.272917,0.0273552
-0.392361,0.192792,0.233612
-0.248423,0.111182,-0.465524
-0.534158,0.449815,0.42648
-0.701924,0.883697,-0.351821
-0.865661,0.236269,0.156201
-0.718506,0.0666951,0.374384
-0.333099,0.42845,0.453759
-0.988014,0.482153,0.17185
-0.357946,0.83633,0.0900494
-0.531513,0.503407,0.444362
-0.960826,0.226376,-0.281452
-0.183882,0.0932818,-0.0888742
-1.10607,0.674453,0.442336
-0.136262,0.0878586,0.407428
-0.944751,0.337528,-0.274908
-0.245218,0.734351,-0.126818
-0.327502,0.516581,0.383027
-0.330411,0.643897,-0.0534241
-0.61523,0.401281,-0.135699
-0.981848,-0.0149025,0.449103
-0.994155,0.139601,-0.243126
-0.732275,0.0710485,-0.0684491
-0.277817,0.0803034,-0.312601
-0.292149,0.0593706,-0.143347
-0.341389,0.229949,0.275576
-1.07297,0.100061,0.091322
-0.656452,0.887889,-0.310702
-0.730093,0.672807,0.414591
-0.240185,0.172907,-0.102733
-0.832552,0.306388,-0.0362406
-0.840117,0.427563,0.184756
-0.539911,0.810618,0.337199
-1.06503,0.64813,-0.501102
-0.834296,0.471311,-0.360337
-0.434311,0.245251,-0.0489924
-0.615404,0.287615,0.132464
-0.98075,0.746492,0.101747
-0.74812,0.131729,-0.144051
-0.790197,0.00687374,0.110251
-0.349598,0.289651,-0.501966
-0.842507,0.564864,0.0069923
-1.11442,0.140283,-0.100995
-0.233888,0.190584,-0.37147
-0.191659,0.471617,0.181236
-0.438906,0.424402,-0.0017746
-0.586334,0.432425,-0.35462
-0.10848,0.142585,-0.116368
-0.577151,0.00377784,-0.156689
-0.885203,0.642493,0.128294
-0.584729,0.842602,0.324658
-0.271829,0.278715,0.0689125
-0.215937,0.198589,0.275169
-0.072,0.11698,-0.423967
-0.357734,0.455613,0.468038
-0.525501,0.889494,-0.310263
-0.689237,0.242066,0.197759
-0.542082,0.0724926,0.415941
-0.156676,0.434248,0.495316
-0.81159,0.487951,0.213407
-0.181522,0.842128,0.131607
-0.35509,0.509205,0.485919
-0.784402,0.232173,-0.239894
-0.00745862,0.0990793,-0.0473169
-0.929651,0.680251,0.483893
0.0401612,0.0936561,0.448985
-0.768327,0.343325,-0.233351
-0.0687941,0.740149,-0.0852608
-0.151079,0.522379,0.424585
-0.153988,0.649695,-0.0118668
-0.438806,0.407079,-0.0941417
-0.805425,-0.00910497,0.490661
-0.817731,0.145399,-0.201569
-0.555851,0.076846,-0.0268918
-0.101393,0.0861009,-0.271043
-0.115726,0.0651681,-0.10179
-0.164966,0.235747,0.317133
-0.896542,0.105859,0.132879
-0.480028,0.893686,-0.269144
-0.553669,0.678604,0.456148
-0.0637613,0.178704,-0.0611759
-0.656128,0.312186,0.00531674
-0.663693,0.43336,0.226313
-0.363487,0.816415,0.378756
-0.888604,0.653928,-0.459545
-0.657873,0.477108,-0.318779
-0.257888,0.251048,-0.00743511
-0.43898,0.293412,0.174021
-0.804326,0.75229,0.143305
-0.571696,0.137527,-0.102493
-0.613774,0.0126712,0.151808
-0.173175,0.295449,-0.460408
-0.666083,0.570662,0.0485496
-0.937996,0.14608,-0.0594376
-0.0574648,0.196382,-0.329912
-0.0152353,0.477415,0.222793
-0.347937,0.702369,0.174851
-0.495365,0.710391,-0.177994
-0.0175103,0.420551,0.0602573
-0.486181,0.281744,0.0199365
-0.794234,0.920459,0.304919
-0.49376,1.12057,0.501283
-0.18086,0.556681,0.245538
-0.124968,0.476555,0.451795
0.0189693,0.394946,-0.247342
-0.266765,0.733579,0.644663
-0.434532,1.16746,-0.133638
-0.598268,0.520032,0.374384
-0.451113,0.350459,0.592566
-0.0657065,0.712214,0.671942
-0.720621,0.765917,0.390032
-0.0905527,1.12009,0.308232
-0.26412,0.787171,0.662544
-0.693433,0.510139,-0.0632689
0.0835107,0.377045,0.129309
-0.838682,0.958217,0.660519
0.131131,0.371622,0.625611
-0.677358,0.621291,-0.0567255
0.0221752,1.01811,0.0913647
-0.0601092,0.800345,0.60121
-0.0630183,0.927661,0.164759
-0.347837,0.685045,0.0824838
-0.714455,0.268861,0.667286
-0.726762,0.423365,-0.0249431
-0.464882,0.354812,0.149734
-0.0104241,0.364067,-0.0944177
-0.0247563,0.343134,0.0748359
-0.0739965,0.513713,0.493759
-0.805573,0.383825,0.309505
-0.389059,1.17165,-0.0925187
-0.4627,0.95657,0.632773
0.027208,0.45667,0.11545
-0.565159,0.590152,0.181942
-0.572724,0.711326,0.402938
-0.272518,1.09438,0.555382
-0.797635,0.931894,-0.28292
-0.566904,0.755074,-0.142154
-0.166919,0.529014,0.16919
-0.348011,0.571378,0.350647
-0.713357,1.03026,0.31993
-0.480727,0.415493,0.074132
-0.522804,0.290637,0.328434
-0.0822055,0.573415,-0.283783
-0.575114,0.848628,0.225175
-0.847027,0.424046,0.117188
0.0335045,0.474348,-0.153287
0.075734,0.755381,0.399419
-0.330859,0.739127,0.488059
-0.478287,0.747149,0.135214
-0.000432793,0.457309,0.373465
-0.469104,0.318502,0.333145
-0.777156,0.957217,0.618127
-0.476683,1.15733,0.814491
-0.163782,0.593439,0.558746
-0.107891,0.513314,0.765003
0.0360468,0.431704,0.0658665
-0.249687,0.770337,0.957871
-0.417454,1.20422,0.17957
-0.58119,0.556791,0.687592
-0.434035,0.387217,0.905774
-0.0486291,0.748972,0.98515
-0.703543,0.802675,0.703241
-0.0734752,1.15685,0.62144
-0.247043,0.823929,0.975752
-0.676356,0.546898,0.249939
0.100588,0.413804,0.442517
-0.821604,0.994975,0.973727
0.148208,0.40838,0.938819
-0.660281,0.658049,0.256483
0.0392527,1.05487,0.404573
-0.0430317,0.837103,0.914418
-0.0459408,0.964419,0.477967
-0.330759,0.721803,0.395692
-0.697378,0.305619,0.980494
-0.709684,0.460123,0.288265
-0.447804,0.39157,0.462942
0.00665334,0.400825,0.21879
-0.00767884,0.379893,0.388044
-0.056919,0.550471,0.806967
-0.788495,0.420583,0.622713
-0.371982,1.20841,0.220689
-0.445622,0.993329,0.945982
0.0442855,0.493429,0.428658
-0.548082,0.62691,0.49515
-0.555646,0.748085,0.716146
-0.25544,1.13114,0.86859
-0.780558,0.968652,0.0302885
-0.549826,0.791833,0.171054
-0.149841,0.565773,0.482398
-0.330934,0.608137,0.663855
-0.69628,1.06701,0.633138
-0.463649,0.452251,0.38734
-0.505727,0.327396,0.641642
-0.065128,0.610173,0.0294252
-0.558037,0.885386,0.538383
-0.829949,0.460805,0.430396
0.0505819,0.511106,0.159921
0.0928115,0.792139,0.712627
-0.129236,0.604457,0.325871
-0.276664,0.612479,-0.0269744
0.201191,0.322639,0.211277
-0.26748,0.183832,0.170956
-0.575533,0.822547,0.455939
-0.275059,1.02266,0.652303
0.0378415,0.458769,0.396558
0.0937331,0.378644,0.602815
0.23767,0.297034,-0.0963217
-0.0480638,0.635667,0.795683
-0.21583,1.06955,0.0173821
-0.379567,0.422121,0.525404
-0.232412,0.252547,0.743586
0.152995,0.614302,0.822962
-0.50192,0.668005,0.541052
0.128148,1.02218,0.459252
-0.0454191,0.689259,0.813564
-0.474732,0.412228,0.0877509
0.302212,0.279134,0.280328
-0.619981,0.860305,0.811539
0.349832,0.27371,0.776631
-0.458657,0.523379,0.0942944
0.240876,0.920203,0.242385
0.158592,0.702433,0.75223
0.155683,0.829749,0.315779
-0.129136,0.587133,0.233504
-0.495754,0.170949,0.818306
-0.508061,0.325453,0.126077
-0.246181,0.2569,0.300754
0.208277,0.266155,0.0566022
0.193945,0.245223,0.225856
0.144705,0.415801,0.644778
-0.586872,0.285913,0.460525
-0.170358,1.07374,0.0585011
-0.243999,0.858659,0.783793
0.245909,0.358759,0.266469
-0.346458,0.49224,0.332962
-0.354023,0.613415,0.553958
-0.0538168,0.99647,0.706402
-0.578934,0.833982,-0.1319
-0.348203,0.657163,0.00886603
0.0517825,0.431103,0.32021
-0.12931,0.473467,0.501666
-0.494656,0.932344,0.47095
-0.262026,0.317581,0.225152
-0.304103,0.192726,0.479454
0.136496,0.475503,-0.132763
-0.356413,0.750716,0.376195
-0.628325,0.326135,0.268208
0.252206,0.376436,-0.00226689
0.294435,0.657469,0.550439
-0.0949595,0.530714,0.405236
-0.242388,0.538736,0.0523906
0.235467,0.248896,0.290642
-0.233204,0.11009,0.250321
-0.541256,0.748805,0.535304
-0.240783,0.948914,0.731668
0.0721176,0.385026,0.475923
0.128009,0.304901,0.68218
0.271947,0.223292,-0.0169567
-0.0137878,0.561924,0.875048
-0.181554,0.995806,0.0967471
-0.345291,0.348378,0.604769
-0.198136,0.178804,0.822951
0.187271,0.54056,0.902327
-0.467644,0.594263,0.620417
0.162424,0.948439,0.538617
-0.011143,0.615516,0.892929
-0.440456,0.338485,0.167116
0.336488,0.205391,0.359693
-0.585705,0.786563,0.890904
0.384108,0.199968,0.855996
-0.424381,0.449637,0.173659
0.275152,0.84646,0.32175
0.192868,0.628691,0.831595
0.189959,0.756006,0.395144
-0.0948595,0.51339,0.312869
-0.461478,0.0972068,0.897671
-0.473785,0.25171,0.205442
-0.211905,0.183158,0.380119
0.242553,0.192413,0.135967
0.228221,0.17148,0.305221
0.178981,0.342058,0.724143
-0.552596,0.21217,0.53989
-0.136082,0.999998,0.137866
-0.209723,0.784916,0.863158
0.280185,0.285016,0.345835
-0.312182,0.418497,0.412327
-0.319747,0.539672,0.633323
-0.0195407,0.922727,0.785767
-0.544658,0.76024,-0.0525347
-0.313926,0.58342,0.088231
0.0860585,0.35736,0.399575
-0.0950338,0.399724,0.581031
-0.46038,0.858601,0.550315
-0.22775,0.243838,0.304517
-0.269827,0.118983,0.558819
0.170772,0.401761,-0.0533979
-0.322137,0.676973,0.45556
-0.594049,0.252392,0.347573
0.286482,0.302694,0.0770981
0.328711,0.583727,0.629804
0.0195099,0.462666,0.441539
-0.127918,0.470688,0.0886936
0.349936,0.180848,0.326945
-0.118735,0.0420417,0.286624
-0.426787,0.680757,0.571607
-0.126313,0.880866,0.767971
0.186587,0.316978,0.512226
0.242479,0.236853,0.718483
0.386416,0.155244,0.0193463
0.100682,0.493876,0.911351
-0.067085,0.927758,0.13305
-0.230821,0.28033,0.641072
-0.0836664,0.110756,0.859254
0.30174,0.472512,0.93863
-0.353174,0.526215,0.65672
0.276894,0.880391,0.57492
0.103326,0.547469,0.929232
-0.325987,0.270437,0.203419
0.450957,0.137343,0.395996
-0.471235,0.718515,0.927207
0.498577,0.13192,0.892299
-0.309912,0.381589,0.209962
0.389622,0.778413,0.358053
0.307337,0.560643,0.867898
0.304428,0.687959,0.431447
0.0196098,0.445342,0.349172
-0.347009,0.0291589,0.933974
-0.359315,0.183662,0.241745
-0.0974352,0.11511,0.416422
0.357022,0.124365,0.17227
0.34269,0.103432,0.341524
0.29345,0.274011,0.760446
-0.438126,0.144122,0.576193
-0.0216125,0.93195,0.174169
-0.0952533,0.716868,0.899461
0.394655,0.216968,0.382137
-0.197713,0.350449,0.44863
-0.205277,0.471624,0.669626
0.0949286,0.854679,0.82207
-0.430189,0.692192,-0.0162317
-0.199457,0.515372,0.124534
0.200528,0.289312,0.435878
0.0194355,0.331676,0.617334
-0.345911,0.790554,0.586618
-0.11328,0.17579,0.34082
-0.155358,0.0509351,0.595122
0.285241,0.333713,-0.017095
-0.207668,0.608925,0.491863
-0.47958,0.184344,0.383876
0.400951,0.234646,0.113401
0.443181,0.515679,0.666107
0.362729,0.0547194,0.0785919
0.215301,0.0627415,-0.274253
0.693155,-0.227098,-0.0360017
0.224484,-0.365905,-0.0763225
-0.0835682,0.27281,0.20866
0.216905,0.472919,0.405024
0.529806,-0.0909684,0.149279
0.585697,-0.171094,0.355536
0.729635,-0.252703,-0.343601
0.4439,0.0859296,0.548404
0.276134,0.519811,-0.229897
0.112398,-0.127617,0.278125
0.259553,-0.29719,0.496307
0.644959,0.0645649,0.575683
-0.00995546,0.118268,0.293773
0.620113,0.472445,0.211973
0.446545,0.139522,0.566285
0.0172324,-0.13751,-0.159528
0.794176,-0.270604,0.0330495
-0.128016,0.310568,0.56426
0.841796,-0.276027,0.529352
0.0333073,-0.026358,-0.152985
0.732841,0.370466,-0.00489436
0.650556,0.152696,0.504951
0.647647,0.280012,0.0684996
0.362829,0.0373955,-0.0137752
-0.00378997,-0.378788,0.571027
-0.0160965,-0.224284,-0.121202
0.245784,-0.292837,0.0534747
0.700241,-0.283582,-0.190677
0.685909,-0.304515,-0.0214231
0.636669,-0.133936,0.397499
-0.0949074,-0.263824,0.213246
0.321606,0.524003,-0.188778
0.247966,0.308921,0.536514
0.737873,-0.190979,0.0191906
0.145506,-0.0574974,0.0856832
0.137942,0.0636773,0.306679
0.438148,0.446732,0.459123
-0.0869696,0.284245,-0.379179
0.143762,0.107425,-0.238413
0.543747,-0.118635,0.0729313
0.362654,-0.0762709,0.254387
-0.00269168,0.382607,0.223671
0.229939,-0.232156,-0.022127
0.187861,-0.357012,0.232175
0.62846,-0.0742342,-0.380042
0.135551,0.200979,0.128916
-0.136361,-0.223603,0.0209289
0.74417,-0.173301,-0.249546
0.786399,0.107732,0.30316
0.764081,-0.333675,0.257802
0.616653,-0.325652,-0.0950437
1.09451,-0.615492,0.143208
0.625837,-0.754299,0.102887
0.317784,-0.115584,0.38787
0.618258,0.0845252,0.584234
0.931158,-0.479362,0.328489
0.98705,-0.559488,0.534745
1.13099,-0.641097,-0.164391
0.845253,-0.302464,0.727614
0.677486,0.131417,-0.0506872
0.51375,-0.516011,0.457335
0.660905,-0.685584,0.675517
1.04631,-0.323829,0.754892
0.391397,-0.270126,0.472983
1.02147,0.0840506,0.391183
0.847898,-0.248872,0.745495
0.418585,-0.525904,0.0196817
1.19553,-0.658998,0.212259
0.273336,-0.077826,0.743469
1.24315,-0.664421,0.708561
0.43466,-0.414752,0.0262251
1.13419,-0.0179283,0.174315
1.05191,-0.235698,0.684161
1.049,-0.108382,0.247709
0.764181,-0.350998,0.165434
0.397563,-0.767182,0.750237
0.385256,-0.612678,0.0580075
0.647136,-0.681231,0.232684
1.10159,-0.671976,-0.0114671
1.08726,-0.692909,0.157787
1.03802,-0.52233,0.576709
0.306445,-0.652218,0.392455
0.722959,0.135609,-0.00956813
0.649318,-0.0794726,0.715724
1.13923,-0.579373,0.1984
0.546859,-0.445891,0.264893
0.539294,-0.324717,0.485889
0.8395,0.0583382,0.638333
0.314383,-0.104149,-0.199969
0.545114,-0.280969,-0.0592032
0.945099,-0.507029,0.252141
0.764007,-0.464665,0.433597
0.398661,-0.00578727,0.402881
0.631291,-0.62055,0.157083
0.589214,-0.745406,0.411385
1.02981,-0.462628,-0.200832
0.536904,-0.187415,0.308126
0.264991,-0.611997,0.200139
1.14552,-0.561695,-0.0703362
1.18775,-0.280662,0.48237
0.853053,-0.0719361,0.278865
0.705625,-0.063914,-0.0739798
1.18348,-0.353754,0.164272
0.714808,-0.492561,0.123951
0.406756,0.146155,0.408934
0.70723,0.346264,0.605298
1.02013,-0.217624,0.349553
1.07602,-0.297749,0.555809
1.21996,-0.379359,-0.143327
0.934225,-0.0407259,0.748678
0.766458,0.393156,-0.0296233
0.602722,-0.254272,0.478399
0.749877,-0.423846,0.696581
1.13528,-0.0620906,0.775956
0.480369,-0.00838759,0.494047
1.11044,0.345789,0.412247
0.936869,0.0128661,0.766559
0.507557,-0.264165,0.0407455
1.2845,-0.397259,0.233323
0.362308,0.183912,0.764533
1.33212,-0.402682,0.729625
0.523632,-0.153014,0.047289
1.22316,0.24381,0.195379
1.14088,0.0260403,0.705225
1.13797,0.153356,0.268773
0.853153,-0.08926,0.186498
0.486534,-0.505443,0.771301
0.474228,-0.35094,0.0790714
0.736108,-0.419493,0.253748
1.19057,-0.410238,0.00959676
1.17623,-0.43117,0.17885
1.12699,-0.260592,0.597773
0.395417,-0.39048,0.413519
0.811931,0.397347,0.0114957
0.73829,0.182266,0.736788
1.2282,-0.317634,0.219464
0.635831,-0.184153,0.285957
0.628266,-0.0629782,0.506953
0.928472,0.320077,0.659396
0.403355,0.157589,-0.178905
0.634086,-0.0192304,-0.0381394
1.03407,-0.24529,0.273205
0.852979,-0.202926,0.454661
0.487633,0.255951,0.423945
0.720263,-0.358812,0.178147
0.678185,-0.483667,0.432448
1.11878,-0.20089,-0.179768
0.625876,0.074323,0.32919
0.353963,-0.350258,0.221202
1.23449,-0.299957,-0.0492723
1.27672,-0.0189237,0.503433
1.15004,-0.106035,0.329743
1.00261,-0.0980127,-0.0231026
1.48046,-0.387853,0.215149
1.01179,-0.526659,0.174828
0.703739,0.112056,0.459811
1.00421,0.312165,0.656175
1.31711,-0.251723,0.40043
1.373,-0.331848,0.606686
1.51694,-0.413457,-0.0924499
1.23121,-0.0748246,0.799555
1.06344,0.359057,0.0212538
0.899705,-0.288371,0.529276
1.04686,-0.457945,0.747458
1.43227,-0.0961893,0.826834
0.777352,-0.0424863,0.544924
1.40742,0.31169,0.463124
1.23385,-0.0212326,0.817436
0.80454,-0.298264,0.0916227
1.58148,-0.431358,0.2842
0.659291,0.149814,0.81541
1.6291,-0.436781,0.780502
0.820615,-0.187112,0.0981662
1.52015,0.209712,0.246256
1.43786,-0.00805836,0.756102
1.43495,0.119257,0.31965
1.15014,-0.123359,0.237375
0.783518,-0.539542,0.822178
0.771211,-0.385039,0.129949
1.03309,-0.453591,0.304625
1.48755,-0.444336,0.0604739
1.47322,-0.465269,0.229728
1.42398,-0.294691,0.64865
0.6924,-0.424579,0.464396
1.10891,0.363249,0.0623729
1.03527,0.148167,0.787665
1.52518,-0.351733,0.270341
0.932814,-0.218252,0.336834
0.925249,-0.0970769,0.55783
1.22546,0.285978,0.710274
0.700338,0.123491,-0.128028
0.931069,-0.0533291,0.0127378
1.33105,-0.279389,0.324082
1.14996,-0.237025,0.505538
0.784616,0.221852,0.474822
1.01725,-0.392911,0.229024
0.975169,-0.517766,0.483326
1.41577,-0.234988,-0.128891
0.922859,0.0402243,0.380067
0.650946,-0.384357,0.27208
1.53148,-0.334055,0.00160488
1.57371,-0.0530224,0.554311
1.55592,0.105125,0.346193
1.4085,0.113147,-0.00665179
1.77218,-0.176693,0.2316
1.41768,-0.3155,0.191279
1.10963,0.323215,0.476262
1.4101,0.523324,0.672626
1.723,-0.0405633,0.416881
1.77218,-0.120689,0.623137
1.77218,-0.202298,-0.0759991
1.6371,0.136335,0.816006
1.46933,0.570217,0.0377047
1.30559,-0.0772117,0.545727
1.45275,-0.246785,0.763909
1.82741,0.11942,0.843284
1.18324,0.168673,0.561375
1.81331,0.52285,0.479575
1.63974,0.189927,0.833887
1.21043,-0.0871046,0.108074
1.77218,-0.220199,0.300651
1.06518,0.360973,0.831861
1.77218,-0.225622,0.796953
1.2265,0.0240471,0.114617
1.92604,0.420871,0.262707
1.84375,0.203101,0.772553
1.84084,0.330417,0.336101
1.55602,0.0878007,0.253826
1.18941,-0.328383,0.838629
1.1771,-0.173879,0.146399
1.43898,-0.242432,0.321076
1.77218,-0.233177,0.0769248
1.77218,-0.25411,0.246178
1.77218,-0.0835313,0.665101
1.09829,-0.213419,0.480847
1.5148,0.574408,0.0788238
1.44116,0.359326,0.804116
1.77218,-0.140574,0.286792
1.3387,-0.00709228,0.353285
1.33114,0.114082,0.574281
1.63134,0.497137,0.726724
1.10623,0.33465,-0.111577
1.33696,0.15783,0.0291886
1.73694,-0.0682296,0.340533
1.55585,-0.0258658,0.521989
1.1905,0.433012,0.491273
1.42313,-0.181751,0.245475
1.38106,-0.306607,0.499776
1.77218,-0.0238291,-0.11244
1.32875,0.251384,0.396518
1.05683,-0.173198,0.28853
1.77218,-0.122896,0.0180557
1.87511,0.207102,0.570761
1.92838,0.433429,0.0186498
1.78096,0.441451,-0.334195
1.86043,0.180113,-0.0959438
1.77293,0.0136581,-0.136265
1.48209,0.65152,0.148718
1.78256,0.851629,0.345082
1.98545,0.330614,0.0893369
1.89714,0.246802,0.295594
1.84377,0.149489,-0.403543
2.00956,0.464639,0.488462
1.84179,0.853669,-0.289839
1.67805,0.251093,0.218183
1.80955,0.0898657,0.436365
2.14606,0.472384,0.515537
1.5557,0.496978,0.233831
2.18577,0.851154,0.152031
2.0122,0.518232,0.506343
1.58289,0.2412,-0.21947
1.83184,0.127569,-0.0268925
1.43764,0.689278,0.504318
1.82893,0.122214,0.46941
1.59896,0.352352,-0.212927
2.2985,0.749176,-0.0648364
2.2153,0.532184,0.445009
2.2133,0.658722,0.0085576
1.92848,0.416105,-0.0737172
1.56186,-7.80866e-05,0.511085
1.54956,0.154425,-0.181144
1.80797,0.0891864,-0.00646734
1.82334,0.111937,-0.250619
1.80654,0.0876922,-0.0813651
1.93587,0.286929,0.337557
1.47075,0.114885,0.153304
1.88726,0.853701,-0.24872
1.81362,0.687631,0.476572
1.88372,0.222925,-0.0407515
1.71116,0.321212,0.0257411
1.7036,0.442387,0.246737
2.0038,0.825442,0.399181
1.47868,0.662955,-0.439121
1.70942,0.486135,-0.298355
1.95309,0.302304,0.0128008
1.92831,0.302439,0.194445
1.56296,0.761317,0.163729
1.79559,0.146553,-0.082069
1.75352,0.0216981,0.172233
2.00473,0.347439,-0.439984
1.70121,0.579688,0.068974
1.42929,0.155107,-0.0390132
1.89556,0.244221,-0.309488
2.22876,0.545075,0.243218
1.69926,0.641171,0.124746
1.55183,0.649194,-0.228099
1.6313,0.387855,0.0101527
1.5438,0.2214,-0.0301681
1.25296,0.853669,0.254814
1.55344,0.853669,0.451179
1.75633,0.538356,0.195433
1.66802,0.454544,0.40169
1.61464,0.357231,-0.297446
1.78043,0.672382,0.594559
1.61266,0.853669,-0.183742
1.44893,0.458835,0.32428
1.58042,0.297608,0.542462
1.91693,0.680126,0.621633
1.32657,0.70472,0.339928
2.01834,1.02802,0.258128
1.78308,0.725974,0.61244
1.35376,0.448942,-0.113374
1.60272,0.335311,0.0792039
1.20851,0.853669,0.610414
1.59981,0.329956,0.575506
1.36984,0.560094,-0.10683
2.06937,0.956918,0.04126
1.98617,0.739926,0.551106
1.98418,0.866464,0.114654
1.69936,0.623848,0.0323792
1.33274,0.207664,0.617181
1.32043,0.362168,-0.0750477
1.57885,0.296928,0.0996291
1.59422,0.319679,-0.144522
1.57742,0.295434,0.0247313
1.70674,0.494671,0.443654
1.24162,0.322628,0.2594
1.65814,0.853669,-0.142623
1.5845,0.853669,0.582669
1.65459,0.430668,0.065345
1.48204,0.528955,0.131838
1.47447,0.650129,0.352834
1.79889,0.853669,0.50456
1.24956,0.853669,-0.333024
1.48029,0.693877,-0.192258
1.72397,0.510046,0.118897
1.69918,0.510181,0.300542
1.33384,0.853669,0.269825
1.56647,0.354296,0.0240274
1.52439,0.22944,0.278329
1.77561,0.555181,-0.333887
1.47208,0.787431,0.17507
1.20017,0.362849,0.0670833
1.66644,0.451963,-0.203391
1.99964,0.752817,0.349314
1.83768,0.760228,-0.0136868
1.69025,0.76825,-0.366532
1.76972,0.506912,-0.12828
1.68222,0.340457,-0.168601
1.39138,0.853669,0.116381
1.69185,0.853669,0.312746
1.89474,0.657413,0.0570003
1.80644,0.573601,0.263257
1.75306,0.476288,-0.435879
1.91885,0.791438,0.456126
1.75108,0.853669,-0.322175
1.58734,0.577892,0.185847
1.71884,0.416665,0.404029
2.05535,0.799183,0.4832
1.46499,0.823777,0.201495
2.15676,1.14708,0.119695
1.92149,0.84503,0.474007
1.49218,0.567999,-0.251807
1.74114,0.454368,-0.0592291
1.34693,0.853669,0.471981
1.73822,0.449013,0.437073
1.50825,0.679151,-0.245263
2.20779,1.07597,-0.097173
2.12459,0.858983,0.412672
2.12259,0.98552,-0.023779
1.83778,0.742904,-0.106054
1.47116,0.326721,0.478748
1.45885,0.481224,-0.213481
1.71726,0.415985,-0.0388039
1.73263,0.438736,-0.282955
1.71584,0.414491,-0.113702
1.84516,0.613728,0.305221
1.38004,0.441684,0.120967
1.79655,0.853669,-0.281056
1.72291,0.853669,0.444236
1.79301,0.549724,-0.0730881
1.62045,0.648011,-0.00659545
1.61289,0.769186,0.214401
1.94274,0.86166,0.366127
1.38798,0.853701,-0.471457
1.61871,0.812934,-0.330692
1.86239,0.629103,-0.0195358
1.8376,0.629238,0.162109
1.47226,0.853669,0.131392
1.70489,0.473352,-0.114406
1.66281,0.348497,0.139896
1.91402,0.674238,-0.47232
1.6105,0.853669,0.0366374
1.33859,0.481906,-0.0713498
1.80485,0.57102,-0.341824
2.13806,0.871874,0.210881
1.9489,0.825426,-0.131893
1.80147,0.833448,-0.484739
1.88094,0.57211,-0.246487
1.79344,0.405655,-0.286808
1.5026,0.853669,-0.00182523
1.80308,0.853669,0.194539
2.00597,0.722611,-0.0612063
1.91766,0.638799,0.14505
1.86429,0.541485,-0.554086
2.03007,0.856636,0.337919
1.86231,0.853669,-0.440382
1.69857,0.64309,0.06764
1.83006,0.481862,0.285822
2.16657,0.86438,0.364993
1.57622,0.853669,0.0832881
2.26798,1.21228,0.00148788
2.03272,0.910228,0.3558
1.6034,0.633197,-0.370013
1.85236,0.519566,-0.177436
1.45816,0.853669,0.353774
1.84945,0.514211,0.318866
1.61948,0.744348,-0.36347
2.31901,1.14117,-0.21538
2.23582,0.924181,0.294466
2.23382,1.05072,-0.141986
1.949,0.808102,-0.22426
1.58238,0.391918,0.360542
1.57008,0.546422,-0.331687
1.82849,0.481183,-0.157011
1.84386,0.503933,-0.401162
1.82706,0.479689,-0.231908
1.95638,0.678926,0.187014
1.49126,0.506882,0.0027605
1.90851,0.854428,-0.399263
1.83414,0.853669,0.326029
1.90423,0.614922,-0.191295
1.73168,0.713209,-0.124802
1.72411,0.834384,0.0961941
2.0545,0.925548,0.247921
1.4992,0.853669,-0.589664
1.72993,0.853669,-0.448898
1.97361,0.6943,-0.137742
1.94883,0.694436,0.0439022
1.58348,0.853669,0.0131858
1.81611,0.53855,-0.232612
1.77403,0.413695,0.0216897
2.02525,0.739435,-0.590527
1.72172,0.853669,-0.0815692
1.44981,0.547104,-0.189556
1.91608,0.636217,-0.460031
2.24928,0.937072,0.0926746
2.11433,0.791761,-0.179836
1.9669,0.799783,-0.532681
2.04638,0.538444,-0.294429
1.95888,0.371989,-0.33475
1.66804,0.820003,-0.0497676
1.96851,0.820003,0.146597
2.1714,0.688945,-0.109149
2.08309,0.605133,0.097108
2.02972,0.50782,-0.602028
2.1955,0.822971,0.289977
2.02774,0.820003,-0.488325
1.864,0.609424,0.0196976
1.9955,0.448197,0.23788
2.33201,0.830715,0.317051
1.74165,0.820003,0.0353458
2.43341,1.17861,-0.0464545
2.19815,0.876563,0.307858
1.76884,0.599531,-0.417956
2.01779,0.4859,-0.225378
1.62359,0.820003,0.305832
2.01488,0.480545,0.270924
1.78491,0.710683,-0.411412
2.48444,1.10751,-0.263322
2.40125,0.890516,0.246523
2.39925,1.01705,-0.189928
2.11443,0.774437,-0.272203
1.74781,0.358253,0.312599
