10.0002,24933,5018,74202.1,3768.45
20.0003,49740,6050,29635.5,6282.71
30.0012,74746,7417,29394.7,5798.75
40.0013,99308,7718,28724,6568.35
50.0015,123556,7864,24512.3,4607.84
60.0017,147570,7763,15189.6,3638.21
70.0021,171439,8302,15189.6,3638.21
80.0028,195861,8233,4048.46,14.9944
90.0031,220116,8451,4048.46,14.9944
100.004,244336,8646,4043.81,14.9944
110.004,268341,8538,422.196,12.6957
120.004,292548,8716,422.196,12.6957
130.004,316550,8976,422.196,12.6957
140.005,340273,9123,422.196,12.6957
150.005,363941,9177,404.618,11.8776
160.006,384214,9386,404.618,11.8776
170.006,400097,9173,387.749,12.6317
180.006,420593,9363,387.749,12.6317
190.007,441713,9383,377.325,15.6054
200.008,462040,9418,371.558,15.2208
210.008,480632,9349,362.882,15.2197
220.008,503055,9428,362.882,15.2197
230.009,525060,9503,362.882,15.2197
240.009,541712,9479,362.882,15.2197
250.01,563558,9506,362.882,15.2197
260.011,581343,9554,360.225,15.071
270.011,603234,9305,352.218,14.4713
