10.0002,22410,4825,3229.44,540.76
20.0008,43354,6132,3229.44,540.76
30.0012,64103,6824,2625.18,555.136
40.0017,84944,7188,1823.45,9.39149
50.002,106039,7693,1821.11,9.39149
60.0021,127606,7991,1817.47,3.92233
70.0032,149621,8277,1817.45,4.01982
80.0035,174656,8465,1815.75,9.39149
90.0039,200255,8217,519.769,10.5955
100.005,221394,8407,518.573,11.4187
110.006,234892,8533,518.573,11.4187
120.006,251663,8674,518.573,11.4187
130.006,270503,8746,518.573,11.4187
140.007,287324,9083,518.573,11.4187
150.007,313023,8833,414.011,8.3214
160.008,335123,8943,413.095,8.3214
170.009,349550,8942,408.289,12.7021
180.009,365026,8942,408.289,12.7021
190.01,381780,9014,407.654,12.7021
200.01,400244,9173,407.654,12.7021
210.01,418380,9271,407.654,12.7021
220.011,437698,9355,407.654,12.7021
230.012,456716,9418,407.654,12.7021
240.012,476845,9585,407.654,12.7021
250.012,498716,10006,407.654,12.7021
260.013,516976,9456,377.872,12.5745
270.013,535986,9471,377.872,12.5745
280.014,554310,9353,336.939,5.78503
290.015,573105,9405,334.531,6.0041
