1.0002,731,732,inf
2.0014,1436,1437,inf
3.00256,2092,2093,inf
4.00357,2702,2703,inf
5.00378,3294,3295,inf
6.00432,3881,3882,inf
7.00484,4457,4458,inf
8.00523,5033,5034,inf
9.00549,5615,5616,inf
10.0078,6178,6179,inf
11.0082,6741,6742,inf
12.0105,7295,7296,inf
13.0115,7858,7859,inf
14.0126,8401,8402,inf
15.013,8954,8955,inf
16.0132,9506,9507,inf
17.0141,10070,26,941.013
18.0151,10809,765,941.013
19.016,11534,1490,941.013
20.0174,12185,2141,941.013
21.0185,12793,2749,941.013
22.0197,13385,3341,941.013
23.02,13969,3925,941.013
24.0214,14558,4514,941.013
25.0223,15128,5084,941.013
26.0231,15691,5647,941.013
27.0248,16256,6212,941.013
28.0268,16828,6784,941.013
29.027,17379,7335,941.013
30.0272,17939,7895,941.013
31.0281,18494,8450,941.013
32.029,19051,9007,941.013
33.0311,19604,9560,941.013
34.0315,20161,10117,941.013
35.0316,20737,117,941.013
36.0328,21500,880,941.013
37.0341,22243,1623,941.013
38.0343,22923,2303,941.013
39.0351,23551,2931,941.013
40.0368,24164,3544,941.013
41.0369,24727,4107,941.013
42.0401,25311,4691,941.013
43.0411,25876,5256,941.013
44.0418,26440,5820,941.013
45.0428,26998,6378,941.013
46.0433,27545,6925,941.013
47.0448,28109,7489,941.013
48.0464,28661,8041,941.013
49.0476,29230,8610,941.013
50.0478,29785,9165,941.013
51.0488,30336,9716,941.013
52.0497,31044,708,941.013
53.0506,31645,1309,941.013
54.0515,32269,1933,941.013
55.054,32873,2537,941.013
56.0561,33415,3079,941.013
57.0566,33960,3624,941.013
58.059,34495,4159,941.013
59.0603,35020,4684,941.013
60.0626,35519,5183,941.013
61.0629,36022,5686,941.013
62.0645,36521,6185,941.013
63.0657,37068,6732,941.013
64.0672,37611,7275,941.013
65.0681,38147,7811,941.013
66.0687,38692,8356,941.013
67.0699,39228,8892,941.013
68.0704,39767,9431,941.013
69.0716,40309,9973,941.013
70.0722,40981,567,941.013
71.0727,41722,1308,941.013
72.0733,42385,1971,941.013
73.0746,43016,2602,941.013
74.0748,43591,3177,941.013
75.0761,44176,3762,941.013
76.0768,44770,4356,941.013
77.0773,45346,4932,941.013
78.078,45924,5510,941.013
79.0788,46499,6085,941.013
80.0794,47070,6656,941.013
81.0805,47626,7212,941.013
82.0808,48160,7746,941.013
83.0814,48725,8311,941.013
84.083,49290,8876,941.013
85.0849,49852,17,941.013
86.0851,50598,763,941.013
87.0864,51335,1500,941.013
88.0879,51997,2162,941.013
89.0881,52600,2765,941.013
90.0891,53193,3358,941.013
91.0894,53787,3952,941.013
92.0904,54375,4540,941.013
93.0906,54946,5111,941.013
94.0921,55515,5680,941.013
95.0934,56083,6248,941.013
96.095,56645,6810,941.013
97.096,57201,7366,941.013
98.0973,57754,7919,941.013
99.0978,58315,8480,941.013
100.099,58871,9036,941.013
101.099,59423,9588,941.013
102.1,59973,10138,941.013
103.1,60563,213,941.013
104.101,61320,970,941.013
105.103,62045,1695,941.013
106.103,62685,2335,941.013
107.104,63293,2943,941.013
108.107,63884,3534,941.013
109.108,64479,4129,941.013
110.108,65056,4706,941.013
111.109,65632,5282,941.013
112.109,66205,5855,941.013
113.11,66782,6432,941.013
114.111,67361,7011,941.013
115.112,67920,7570,941.013
116.113,68481,8131,941.013
117.114,69039,8689,941.013
118.114,69586,9236,941.013
119.114,70151,9801,941.013
120.115,70702,49,941.013
121.117,71451,798,941.013
122.118,72191,1538,941.013
123.12,72854,2201,941.013
124.122,73480,2827,941.013
125.122,74085,3432,941.013
126.123,74662,4009,941.013
127.124,75230,4577,941.013
128.124,75815,5162,941.013
129.125,76388,5735,941.013
130.126,76952,6299,941.013
131.126,77510,6857,941.013
132.127,78061,7408,941.013
133.127,78622,7969,941.013
134.129,79161,8508,941.013
